environment | time (ms),fast_sodium_current | i_Na (uA_per_mm2),L_type_Ca_channel | i_CaCa (uA_per_mm2),L_type_Ca_channel | i_CaK (uA_per_mm2),membrane | V (mV),plateau_potassium_current | i_Kp (uA_per_mm2),time_dependent_potassium_current | i_K (uA_per_mm2),time_independent_potassium_current | i_K1 (uA_per_mm2)
2.44,-2.67073e-05,-0.0565274,0.0382499,47.8818,0.024759,1.24692e-05,3.24745e-13
2.45,-2.4675e-05,-0.0566137,0.0382909,47.8753,0.0247578,1.26454e-05,3.25397e-13
2.46,-2.27963e-05,-0.0566984,0.0383308,47.8689,0.0247566,1.28228e-05,3.26047e-13
2.47,-2.10613e-05,-0.0567815,0.0383698,47.8626,0.0247554,1.30015e-05,3.26693e-13
2.48,-1.94586e-05,-0.0568631,0.0384078,47.8563,0.0247542,1.31813e-05,3.27336e-13
2.49,-1.79781e-05,-0.0569432,0.0384449,47.85,0.0247531,1.33624e-05,3.27976e-13
2.5,-1.66101e-05,-0.0570219,0.0384811,47.8438,0.0247519,1.35447e-05,3.28613e-13
2.51,-1.53459e-05,-0.057099,0.0385163,47.8376,0.0247507,1.37282e-05,3.29246e-13
2.52,-1.41882e-05,-0.0571748,0.0385507,47.8314,0.0247496,1.39129e-05,3.29877e-13
2.53,-1.31232e-05,-0.0572491,0.0385842,47.8253,0.0247484,1.40988e-05,3.30505e-13
2.54,-1.21436e-05,-0.0573221,0.0386168,47.8193,0.0247473,1.4286e-05,3.3113e-13
2.55,-1.12418e-05,-0.0573937,0.0386487,47.8132,0.0247462,1.44743e-05,3.31752e-13
2.56,-1.04099e-05,-0.057464,0.0386797,47.8072,0.024745,1.46639e-05,3.32371e-13
2.57,-9.63962e-06,-0.0575331,0.0387099,47.8013,0.0247439,1.48546e-05,3.32987e-13
2.58,-8.92222e-06,-0.0576008,0.0387393,47.7954,0.0247428,1.50466e-05,3.336e-13
2.59,-8.25241e-06,-0.0576673,0.038768,47.7895,0.0247417,1.52398e-05,3.3421e-13
2.6,-7.66538e-06,-0.0577326,0.0387959,47.7837,0.0247406,1.54342e-05,3.34818e-13
2.61,-7.12815e-06,-0.0577967,0.0388231,47.7779,0.0247395,1.56298e-05,3.35422e-13
2.62,-6.63526e-06,-0.0578596,0.0388496,47.7721,0.0247384,1.58266e-05,3.36024e-13
2.63,-6.1808e-06,-0.0579214,0.0388754,47.7664,0.0247374,1.60247e-05,3.36623e-13
2.64,-5.75839e-06,-0.057982,0.0389004,47.7607,0.0247363,1.62239e-05,3.3722e-13
2.65,-5.36107e-06,-0.0580415,0.0389249,47.7551,0.0247352,1.64243e-05,3.37813e-13
2.66,-4.98118e-06,-0.0581,0.0389486,47.7495,0.0247342,1.6626e-05,3.38404e-13
2.67,-4.6172e-06,-0.0581573,0.0389717,47.7439,0.0247331,1.68289e-05,3.38993e-13
2.68,-4.3131e-06,-0.0582136,0.0389942,47.7384,0.0247321,1.70329e-05,3.39579e-13
2.69,-4.0322e-06,-0.0582689,0.0390161,47.7328,0.0247311,1.72382e-05,3.40162e-13
2.7,-3.77137e-06,-0.0583232,0.0390373,47.7274,0.02473,1.74447e-05,3.40742e-13
2.71,-3.52738e-06,-0.0583764,0.039058,47.7219,0.024729,1.76524e-05,3.4132e-13
2.72,-3.29684e-06,-0.0584287,0.0390781,47.7165,0.024728,1.78612e-05,3.41896e-13
2.73,-3.07615e-06,-0.0584801,0.0390976,47.7111,0.024727,1.80713e-05,3.42468e-13
2.74,-2.86149e-06,-0.0585305,0.0391165,47.7058,0.024726,1.82826e-05,3.43039e-13
2.75,-2.65326e-06,-0.05858,0.0391349,47.7005,0.024725,1.84951e-05,3.43607e-13
2.76,-2.47361e-06,-0.0586286,0.0391528,47.6952,0.024724,1.87089e-05,3.44172e-13
2.77,-2.30445e-06,-0.0586763,0.0391702,47.69,0.024723,1.89238e-05,3.44735e-13
2.78,-2.14492e-06,-0.0587231,0.039187,47.6847,0.024722,1.91399e-05,3.45296e-13
2.79,-1.99428e-06,-0.0587691,0.0392033,47.6796,0.0247211,1.93572e-05,3.45854e-13
2.8,-1.85192e-06,-0.0588143,0.0392192,47.6744,0.0247201,1.95757e-05,3.4641e-13
2.81,-1.71728e-06,-0.0588586,0.0392346,47.6693,0.0247191,1.97954e-05,3.46963e-13
2.82,-1.58994e-06,-0.0589022,0.0392495,47.6642,0.0247182,2.00164e-05,3.47515e-13
2.83,-1.46967e-06,-0.0589449,0.0392639,47.6591,0.0247172,2.02385e-05,3.48064e-13
2.84,-1.35693e-06,-0.0589869,0.0392779,47.6541,0.0247163,2.04618e-05,3.48611e-13
2.85,-1.25109e-06,-0.0590281,0.0392914,47.649,0.0247153,2.06864e-05,3.49155e-13
2.86,-1.15212e-06,-0.0590685,0.0393046,47.6441,0.0247144,2.09121e-05,3.49697e-13
2.87,-1.06003e-06,-0.0591083,0.0393172,47.6391,0.0247135,2.1139e-05,3.50238e-13
2.88,-9.7486e-07,-0.0591473,0.0393295,47.6342,0.0247125,2.13671e-05,3.50775e-13
2.89,-8.96734e-07,-0.0591856,0.0393414,47.6293,0.0247116,2.15965e-05,3.51311e-13
2.9,-8.25796e-07,-0.0592232,0.0393529,47.6244,0.0247107,2.1827e-05,3.51845e-13
2.91,-7.61379e-07,-0.0592602,0.039364,47.6196,0.0247098,2.20587e-05,3.52377e-13
2.92,-7.00492e-07,-0.0592964,0.0393747,47.6147,0.0247089,2.22917e-05,3.52906e-13
2.93,-6.45e-07,-0.059332,0.039385,47.6099,0.024708,2.25258e-05,3.53434e-13
2.94,-5.9456e-07,-0.059367,0.0393949,47.6052,0.0247071,2.27611e-05,3.53959e-13
2.95,-5.48768e-07,-0.0594014,0.0394045,47.6004,0.0247062,2.29976e-05,3.54482e-13
2.96,-5.07141e-07,-0.0594351,0.0394138,47.5957,0.0247053,2.32354e-05,3.55004e-13
2.97,-4.69111e-07,-0.0594682,0.0394227,47.591,0.0247044,2.34743e-05,3.55523e-13
2.98,-4.34019e-07,-0.0595008,0.0394313,47.5863,0.0247036,2.37144e-05,3.5604e-13
2.99,-4.02142e-07,-0.0595327,0.0394395,47.5817,0.0247027,2.39557e-05,3.56556e-13
3,-3.75853e-07,-0.0595641,0.0394475,47.5771,0.0247018,2.41982e-05,3.57069e-13
3.01,-3.5246e-07,-0.0595949,0.0394551,47.5725,0.024701,2.44419e-05,3.57581e-13
3.02,-3.31451e-07,-0.0596251,0.0394624,47.5679,0.0247001,2.46868e-05,3.58091e-13
3.03,-3.12253e-07,-0.0596549,0.0394694,47.5634,0.0246992,2.49329e-05,3.58599e-13
3.04,-2.94224e-07,-0.059684,0.0394761,47.5588,0.0246984,2.51802e-05,3.59104e-13
3.05,-2.76646e-07,-0.0597127,0.0394825,47.5543,0.0246976,2.54287e-05,3.59608e-13
3.06,-2.58726e-07,-0.0597408,0.0394886,47.5498,0.0246967,2.56784e-05,3.60111e-13
3.07,-2.41376e-07,-0.0597685,0.0394945,47.5454,0.0246959,2.59292e-05,3.60611e-13
3.08,-2.28267e-07,-0.0597956,0.0395,47.5409,0.024695,2.61813e-05,3.6111e-13
3.09,-2.15893e-07,-0.0598223,0.0395054,47.5365,0.0246942,2.64345e-05,3.61606e-13
3.1,-2.04044e-07,-0.0598485,0.0395104,47.5321,0.0246934,2.6689e-05,3.62101e-13
3.11,-1.92525e-07,-0.0598742,0.0395152,47.5278,0.0246926,2.69446e-05,3.62595e-13
3.12,-1.81153e-07,-0.0598995,0.0395197,47.5234,0.0246917,2.72015e-05,3.63086e-13
3.13,-1.69762e-07,-0.0599243,0.039524,47.5191,0.0246909,2.74595e-05,3.63576e-13
3.14,-1.58204e-07,-0.0599486,0.0395281,47.5148,0.0246901,2.77187e-05,3.64064e-13
3.15,-1.46693e-07,-0.0599726,0.0395319,47.5105,0.0246893,2.79791e-05,3.6455e-13
3.16,-1.35868e-07,-0.0599961,0.0395355,47.5062,0.0246885,2.82407e-05,3.65035e-13
3.17,-1.25229e-07,-0.0600191,0.0395389,47.502,0.0246877,2.85035e-05,3.65518e-13
3.18,-1.14866e-07,-0.0600418,0.0395421,47.4978,0.0246869,2.87675e-05,3.65999e-13
3.19,-1.04908e-07,-0.0600641,0.039545,47.4936,0.0246861,2.90327e-05,3.66479e-13
3.2,-9.55261e-08,-0.060086,0.0395477,47.4894,0.0246853,2.92991e-05,3.66957e-13
3.21,-8.69366e-08,-0.0601074,0.0395502,47.4852,0.0246846,2.95666e-05,3.67433e-13
3.22,-7.93998e-08,-0.0601285,0.0395526,47.4811,0.0246838,2.98354e-05,3.67908e-13
3.23,-7.23376e-08,-0.0601493,0.0395547,47.4769,0.024683,3.01053e-05,3.68381e-13
3.24,-6.44991e-08,-0.0601696,0.0395566,47.4728,0.0246822,3.03764e-05,3.68853e-13
3.25,-5.71688e-08,-0.0601896,0.0395583,47.4687,0.0246815,3.06487e-05,3.69323e-13
3.26,-5.04235e-08,-0.0602093,0.0395599,47.4647,0.0246807,3.09222e-05,3.69792e-13
3.27,-4.43468e-08,-0.0602285,0.0395613,47.4606,0.0246799,3.11969e-05,3.70259e-13
3.28,-3.90284e-08,-0.0602475,0.0395625,47.4566,0.0246792,3.14728e-05,3.70724e-13
3.29,-3.45633e-08,-0.0602661,0.0395635,47.4526,0.0246784,3.17499e-05,3.71188e-13
3.3,-3.10515e-08,-0.0602844,0.0395643,47.4486,0.0246777,3.20281e-05,3.71651e-13
3.31,-2.81499e-08,-0.0603023,0.039565,47.4446,0.0246769,3.23075e-05,3.72112e-13
3.32,-2.52854e-08,-0.06032,0.0395655,47.4406,0.0246762,3.25882e-05,3.72571e-13
3.33,-2.29487e-08,-0.0603373,0.0395659,47.4367,0.0246754,3.287e-05,3.73029e-13
3.34,-2.10769e-08,-0.0603543,0.0395661,47.4327,0.0246747,3.3153e-05,3.73486e-13
3.35,-1.95878e-08,-0.060371,0.0395661,47.4288,0.024674,3.34371e-05,3.73941e-13
3.36,-1.8378e-08,-0.0603874,0.039566,47.4249,0.0246732,3.37225e-05,3.74395e-13
3.37,-1.73215e-08,-0.0604036,0.0395658,47.4211,0.0246725,3.40091e-05,3.74847e-13
3.38,-1.62685e-08,-0.0604194,0.0395654,47.4172,0.0246718,3.42968e-05,3.75298e-13
3.39,-1.55287e-08,-0.0604349,0.0395648,47.4133,0.0246711,3.45857e-05,3.75748e-13
3.4,-1.55184e-08,-0.0604502,0.0395641,47.4095,0.0246703,3.48758e-05,3.76196e-13
3.41,-1.56524e-08,-0.0604652,0.0395633,47.4057,0.0246696,3.51671e-05,3.76642e-13
3.42,-1.58461e-08,-0.06048,0.0395624,47.4019,0.0246689,3.54596e-05,3.77088e-13
3.43,-1.60048e-08,-0.0604944,0.0395613,47.3981,0.0246682,3.57532e-05,3.77532e-13
3.44,-1.60235e-08,-0.0605087,0.0395601,47.3944,0.0246675,3.6048e-05,3.77974e-13
3.45,-1.57867e-08,-0.0605226,0.0395588,47.3906,0.0246668,3.63441e-05,3.78416e-13
3.46,-1.51681e-08,-0.0605363,0.0395574,47.3869,0.0246661,3.66413e-05,3.78856e-13
3.47,-1.45351e-08,-0.0605498,0.0395558,47.3832,0.0246654,3.69396e-05,3.79294e-13
3.48,-1.42742e-08,-0.060563,0.0395541,47.3795,0.0246647,3.72392e-05,3.79732e-13
3.49,-1.39075e-08,-0.060576,0.0395523,47.3758,0.024664,3.754e-05,3.80168e-13
3.5,-1.34305e-08,-0.0605888,0.0395504,47.3721,0.0246633,3.78419e-05,3.80603e-13
3.51,-1.28464e-08,-0.0606013,0.0395484,47.3685,0.0246626,3.8145e-05,3.81036e-13
3.52,-1.21665e-08,-0.0606136,0.0395463,47.3648,0.0246619,3.84493e-05,3.81468e-13
3.53,-1.14113e-08,-0.0606257,0.0395441,47.3612,0.0246613,3.87547e-05,3.81899e-13
3.54,-1.06104e-08,-0.0606376,0.0395418,47.3576,0.0246606,3.90614e-05,3.82329e-13
3.55,-9.69563e-09,-0.0606493,0.0395394,47.354,0.0246599,3.93692e-05,3.82757e-13
3.56,-8.62266e-09,-0.0606607,0.0395368,47.3504,0.0246592,3.96782e-05,3.83185e-13
3.57,-7.511e-09,-0.060672,0.0395342,47.3468,0.0246586,3.99884e-05,3.83611e-13
3.58,-6.40012e-09,-0.060683,0.0395315,47.3433,0.0246579,4.02998e-05,3.84035e-13
3.59,-5.3376e-09,-0.0606938,0.0395287,47.3398,0.0246572,4.06123e-05,3.84459e-13
3.6,-4.37946e-09,-0.0607045,0.0395258,47.3362,0.0246566,4.0926e-05,3.84881e-13
3.61,-3.59049e-09,-0.0607149,0.0395229,47.3327,0.0246559,4.12409e-05,3.85302e-13
3.62,-3.04456e-09,-0.0607252,0.0395198,47.3292,0.0246552,4.1557e-05,3.85722e-13
3.63,-2.47728e-09,-0.0607353,0.0395166,47.3257,0.0246546,4.18742e-05,3.86141e-13
3.64,-1.73393e-09,-0.0607452,0.0395134,47.3223,0.0246539,4.21927e-05,3.86559e-13
3.65,-1.0765e-09,-0.0607549,0.0395101,47.3188,0.0246533,4.25123e-05,3.86975e-13
3.66,-5.1709e-10,-0.0607644,0.0395067,47.3154,0.0246526,4.28331e-05,3.8739e-13
3.67,-6.62661e-11,-0.0607738,0.0395033,47.3119,0.024652,4.3155e-05,3.87805e-13
3.68,2.67195e-10,-0.060783,0.0394997,47.3085,0.0246513,4.34781e-05,3.88218e-13
3.69,4.76566e-10,-0.060792,0.0394961,47.3051,0.0246507,4.38025e-05,3.88629e-13
3.7,5.57414e-10,-0.0608009,0.0394924,47.3017,0.0246501,4.41279e-05,3.8904e-13
3.71,5.54568e-10,-0.0608096,0.0394887,47.2983,0.0246494,4.44546e-05,3.8945e-13
3.72,4.95481e-10,-0.0608181,0.0394849,47.295,0.0246488,4.47824e-05,3.89858e-13
3.73,3.65964e-10,-0.0608265,0.039481,47.2916,0.0246482,4.51114e-05,3.90266e-13
3.74,1.85929e-10,-0.0608348,0.039477,47.2883,0.0246475,4.54416e-05,3.90672e-13
3.75,-1.97126e-11,-0.0608428,0.039473,47.2849,0.0246469,4.5773e-05,3.91077e-13
3.76,-2.20757e-10,-0.0608508,0.0394689,47.2816,0.0246463,4.61055e-05,3.91481e-13
3.77,-3.81425e-10,-0.0608585,0.0394648,47.2783,0.0246457,4.64392e-05,3.91884e-13
3.78,-4.60084e-10,-0.0608662,0.0394606,47.275,0.0246451,4.67741e-05,3.92286e-13
3.79,-7.96266e-10,-0.0608737,0.0394563,47.2717,0.0246444,4.71101e-05,3.92687e-13
3.8,-1.45571e-09,-0.060881,0.039452,47.2685,0.0246438,4.74474e-05,3.93087e-13
3.81,-2.2036e-09,-0.0608882,0.0394476,47.2652,0.0246432,4.77857e-05,3.93486e-13
3.82,-3.02286e-09,-0.0608953,0.0394432,47.262,0.0246426,4.81253e-05,3.93884e-13
3.83,-3.89086e-09,-0.0609023,0.0394387,47.2587,0.024642,4.84661e-05,3.94281e-13
3.84,-4.77906e-09,-0.0609091,0.0394342,47.2555,0.0246414,4.8808e-05,3.94676e-13
3.85,-5.65245e-09,-0.0609158,0.0394296,47.2523,0.0246408,4.9151e-05,3.95071e-13
3.86,-6.46917e-09,-0.0609223,0.0394249,47.2491,0.0246402,4.94953e-05,3.95465e-13
3.87,-7.18004e-09,-0.0609288,0.0394202,47.2459,0.0246396,4.98407e-05,3.95857e-13
3.88,-7.72815e-09,-0.0609351,0.0394155,47.2428,0.024639,5.01873e-05,3.96249e-13
3.89,-8.04841e-09,-0.0609413,0.0394107,47.2396,0.0246384,5.05351e-05,3.96639e-13
3.9,-8.06717e-09,-0.0609473,0.0394059,47.2364,0.0246378,5.0884e-05,3.97029e-13
3.91,-7.70176e-09,-0.0609533,0.039401,47.2333,0.0246372,5.12341e-05,3.97418e-13
3.92,-8.56795e-09,-0.0609591,0.0393961,47.2302,0.0246366,5.15854e-05,3.97805e-13
3.93,-9.51815e-09,-0.0609648,0.0393911,47.227,0.024636,5.19378e-05,3.98192e-13
3.94,-1.047e-08,-0.0609705,0.0393861,47.2239,0.0246354,5.22914e-05,3.98578e-13
3.95,-1.14016e-08,-0.060976,0.0393811,47.2208,0.0246349,5.26462e-05,3.98962e-13
3.96,-1.22871e-08,-0.0609813,0.039376,47.2177,0.0246343,5.30021e-05,3.99346e-13
3.97,-1.30962e-08,-0.0609866,0.0393709,47.2147,0.0246337,5.33592e-05,3.99729e-13
3.98,-1.37941e-08,-0.0609918,0.0393657,47.2116,0.0246331,5.37175e-05,4.00111e-13
3.99,-1.43409e-08,-0.0609969,0.0393605,47.2086,0.0246325,5.40769e-05,4.00492e-13
4,-1.4692e-08,-0.0610018,0.0393553,47.2055,0.024632,5.44376e-05,4.00871e-13
4.01,-1.47973e-08,-0.0610067,0.03935,47.2025,0.0246314,5.47993e-05,4.0125e-13
4.02,-1.46011e-08,-0.0610115,0.0393447,47.1994,0.0246308,5.51623e-05,4.01629e-13
4.03,-1.40419e-08,-0.0610162,0.0393394,47.1964,0.0246303,5.55264e-05,4.02006e-13
4.04,-1.35206e-08,-0.0610207,0.039334,47.1934,0.0246297,5.58917e-05,4.02382e-13
4.05,-1.37542e-08,-0.0610252,0.0393286,47.1904,0.0246291,5.62581e-05,4.02757e-13
4.06,-1.3938e-08,-0.0610296,0.0393232,47.1875,0.0246286,5.66257e-05,4.03132e-13
4.07,-1.40663e-08,-0.0610339,0.0393177,47.1845,0.024628,5.69945e-05,4.03505e-13
4.08,-1.41326e-08,-0.0610381,0.0393122,47.1815,0.0246275,5.73644e-05,4.03878e-13
4.09,-1.41296e-08,-0.0610422,0.0393067,47.1786,0.0246269,5.77355e-05,4.04249e-13
4.1,-1.40494e-08,-0.0610463,0.0393011,47.1756,0.0246264,5.81078e-05,4.0462e-13
4.11,-1.38833e-08,-0.0610502,0.0392955,47.1727,0.0246258,5.84812e-05,4.0499e-13
4.12,-1.36214e-08,-0.0610541,0.0392899,47.1698,0.0246253,5.88558e-05,4.05359e-13
4.13,-1.32533e-08,-0.0610578,0.0392843,47.1668,0.0246247,5.92315e-05,4.05727e-13
4.14,-1.27673e-08,-0.0610615,0.0392786,47.1639,0.0246242,5.96085e-05,4.06094e-13
4.15,-1.21509e-08,-0.0610651,0.0392729,47.161,0.0246236,5.99865e-05,4.06461e-13
4.16,-1.13905e-08,-0.0610687,0.0392672,47.1582,0.0246231,6.03658e-05,4.06826e-13
4.17,-1.07824e-08,-0.0610721,0.0392614,47.1553,0.0246225,6.07462e-05,4.07191e-13
4.18,-1.02529e-08,-0.0610755,0.0392557,47.1524,0.024622,6.11278e-05,4.07555e-13
4.19,-9.69703e-09,-0.0610788,0.0392499,47.1495,0.0246214,6.15105e-05,4.07918e-13
4.2,-9.12111e-09,-0.061082,0.0392441,47.1467,0.0246209,6.18944e-05,4.0828e-13
4.21,-8.53189e-09,-0.0610851,0.0392383,47.1439,0.0246204,6.22794e-05,4.08641e-13
4.22,-7.93676e-09,-0.0610882,0.0392324,47.141,0.0246198,6.26656e-05,4.09002e-13
4.23,-7.34371e-09,-0.0610912,0.0392265,47.1382,0.0246193,6.3053e-05,4.09361e-13
4.24,-6.76139e-09,-0.0610941,0.0392206,47.1354,0.0246188,6.34416e-05,4.0972e-13
4.25,-6.19906e-09,-0.061097,0.0392147,47.1326,0.0246183,6.38312e-05,4.10078e-13
4.26,-5.66664e-09,-0.0610998,0.0392088,47.1298,0.0246177,6.42221e-05,4.10435e-13
4.27,-5.17469e-09,-0.0611025,0.0392028,47.127,0.0246172,6.46141e-05,4.10791e-13
4.28,-4.73445e-09,-0.0611051,0.0391969,47.1242,0.0246167,6.50073e-05,4.11147e-13
4.29,-4.34352e-09,-0.0611077,0.0391909,47.1215,0.0246162,6.54016e-05,4.11501e-13
4.3,-3.83296e-09,-0.0611102,0.0391849,47.1187,0.0246156,6.57971e-05,4.11855e-13
4.31,-3.3447e-09,-0.0611127,0.0391788,47.1159,0.0246151,6.61938e-05,4.12208e-13
4.32,-2.88234e-09,-0.061115,0.0391728,47.1132,0.0246146,6.65916e-05,4.12561e-13
4.33,-2.44939e-09,-0.0611174,0.0391667,47.1105,0.0246141,6.69905e-05,4.12912e-13
4.34,-2.04924e-09,-0.0611196,0.0391607,47.1077,0.0246136,6.73906e-05,4.13263e-13
4.35,-1.68514e-09,-0.0611218,0.0391546,47.105,0.0246131,6.77919e-05,4.13613e-13
4.36,-1.36019e-09,-0.0611239,0.0391485,47.1023,0.0246126,6.81944e-05,4.13962e-13
4.37,-1.07734e-09,-0.061126,0.0391423,47.0996,0.0246121,6.8598e-05,4.1431e-13
4.38,-8.39366e-10,-0.061128,0.0391362,47.0969,0.0246115,6.90027e-05,4.14658e-13
4.39,-6.48845e-10,-0.06113,0.0391301,47.0942,0.024611,6.94086e-05,4.15004e-13
4.4,-5.08164e-10,-0.0611319,0.0391239,47.0916,0.0246105,6.98157e-05,4.1535e-13
4.41,-4.19495e-10,-0.0611337,0.0391177,47.0889,0.02461,7.02239e-05,4.15696e-13
4.42,-3.5124e-10,-0.0611355,0.0391115,47.0862,0.0246095,7.06333e-05,4.1604e-13
4.43,-2.80575e-10,-0.0611372,0.0391053,47.0836,0.024609,7.10438e-05,4.16384e-13
4.44,-2.39274e-10,-0.0611389,0.0390991,47.0809,0.0246085,7.14555e-05,4.16727e-13
4.45,-2.24374e-10,-0.0611405,0.0390929,47.0783,0.024608,7.18683e-05,4.17069e-13
4.46,-2.32317e-10,-0.0611421,0.0390867,47.0757,0.0246075,7.22823e-05,4.17411e-13
4.47,-2.5894e-10,-0.0611436,0.0390804,47.0731,0.0246071,7.26975e-05,4.17751e-13
4.48,-2.99449e-10,-0.0611451,0.0390742,47.0704,0.0246066,7.31138e-05,4.18091e-13
4.49,-3.48403e-10,-0.0611465,0.0390679,47.0678,0.0246061,7.35312e-05,4.18431e-13
4.5,-3.99697e-10,-0.0611478,0.0390616,47.0652,0.0246056,7.39498e-05,4.18769e-13
4.51,-4.46541e-10,-0.0611491,0.0390553,47.0626,0.0246051,7.43696e-05,4.19107e-13
4.52,-4.81448e-10,-0.0611504,0.039049,47.0601,0.0246046,7.47905e-05,4.19444e-13
4.53,-4.96212e-10,-0.0611516,0.0390427,47.0575,0.0246041,7.52126e-05,4.1978e-13
4.54,-4.81893e-10,-0.0611528,0.0390364,47.0549,0.0246036,7.56358e-05,4.20116e-13
4.55,-5.63556e-10,-0.0611539,0.0390301,47.0524,0.0246032,7.60602e-05,4.20451e-13
4.56,-6.72276e-10,-0.0611549,0.0390238,47.0498,0.0246027,7.64857e-05,4.20785e-13
4.57,-7.81409e-10,-0.061156,0.0390174,47.0473,0.0246022,7.69124e-05,4.21119e-13
4.58,-8.87837e-10,-0.0611569,0.0390111,47.0447,0.0246017,7.73402e-05,4.21452e-13
4.59,-9.88299e-10,-0.0611579,0.0390047,47.0422,0.0246012,7.77692e-05,4.21784e-13
4.6,-1.0794e-09,-0.0611587,0.0389984,47.0397,0.0246008,7.81993e-05,4.22115e-13
4.61,-1.1576e-09,-0.0611596,0.038992,47.0372,0.0246003,7.86306e-05,4.22446e-13
4.62,-1.21924e-09,-0.0611604,0.0389856,47.0347,0.0245998,7.9063e-05,4.22776e-13
4.63,-1.26052e-09,-0.0611611,0.0389792,47.0322,0.0245994,7.94966e-05,4.23105e-13
4.64,-1.27752e-09,-0.0611618,0.0389728,47.0297,0.0245989,7.99313e-05,4.23434e-13
4.65,-1.2662e-09,-0.0611625,0.0389664,47.0272,0.0245984,8.03672e-05,4.23762e-13
4.66,-1.22239e-09,-0.0611631,0.03896,47.0247,0.0245979,8.08042e-05,4.24089e-13
4.67,-1.16023e-09,-0.0611637,0.0389536,47.0222,0.0245975,8.12424e-05,4.24416e-13
4.68,-1.14741e-09,-0.0611642,0.0389472,47.0198,0.024597,8.16818e-05,4.24741e-13
4.69,-1.12311e-09,-0.0611647,0.0389408,47.0173,0.0245966,8.21222e-05,4.25067e-13
4.7,-1.08792e-09,-0.0611652,0.0389343,47.0149,0.0245961,8.25639e-05,4.25391e-13
4.71,-1.04273e-09,-0.0611656,0.0389279,47.0124,0.0245956,8.30066e-05,4.25715e-13
4.72,-9.88759e-10,-0.061166,0.0389215,47.01,0.0245952,8.34505e-05,4.26038e-13
4.73,-9.2753e-10,-0.0611663,0.038915,47.0075,0.0245947,8.38956e-05,4.26361e-13
4.74,-8.60908e-10,-0.0611666,0.0389086,47.0051,0.0245943,8.43418e-05,4.26683e-13
4.75,-7.91102e-10,-0.0611669,0.0389021,47.0027,0.0245938,8.47892e-05,4.27004e-13
4.76,-7.20685e-10,-0.0611671,0.0388957,47.0003,0.0245934,8.52377e-05,4.27325e-13
4.77,-6.52598e-10,-0.0611673,0.0388892,46.9979,0.0245929,8.56874e-05,4.27645e-13
4.78,-5.90166e-10,-0.0611675,0.0388827,46.9955,0.0245924,8.61382e-05,4.27964e-13
4.79,-5.37109e-10,-0.0611676,0.0388763,46.9931,0.024592,8.65901e-05,4.28283e-13
4.8,-4.60386e-10,-0.0611676,0.0388698,46.9907,0.0245915,8.70432e-05,4.28601e-13
4.81,-3.57765e-10,-0.0611677,0.0388633,46.9883,0.0245911,8.74974e-05,4.28918e-13
4.82,-2.53977e-10,-0.0611677,0.0388568,46.986,0.0245907,8.79528e-05,4.29235e-13
4.83,-1.50829e-10,-0.0611677,0.0388503,46.9836,0.0245902,8.84094e-05,4.29551e-13
4.84,-5.02989e-11,-0.0611676,0.0388439,46.9812,0.0245898,8.8867e-05,4.29867e-13
4.85,4.54583e-11,-0.0611675,0.0388374,46.9789,0.0245893,8.93258e-05,4.30182e-13
4.86,1.34109e-10,-0.0611674,0.0388309,46.9765,0.0245889,8.97858e-05,4.30496e-13
4.87,2.13137e-10,-0.0611672,0.0388244,46.9742,0.0245884,9.02469e-05,4.3081e-13
4.88,2.79845e-10,-0.061167,0.0388179,46.9719,0.024588,9.07092e-05,4.31123e-13
4.89,3.31347e-10,-0.0611668,0.0388114,46.9695,0.0245876,9.11726e-05,4.31435e-13
4.9,3.64567e-10,-0.0611666,0.0388049,46.9672,0.0245871,9.16371e-05,4.31747e-13
4.91,3.76241e-10,-0.0611663,0.0387984,46.9649,0.0245867,9.21028e-05,4.32058e-13
4.92,3.62908e-10,-0.0611659,0.0387919,46.9626,0.0245863,9.25696e-05,4.32369e-13
4.93,3.95886e-10,-0.0611656,0.0387854,46.9603,0.0245858,9.30376e-05,4.32679e-13
4.94,4.25036e-10,-0.0611652,0.0387788,46.958,0.0245854,9.35067e-05,4.32988e-13
4.95,4.47057e-10,-0.0611648,0.0387723,46.9557,0.024585,9.39769e-05,4.33297e-13
4.96,4.61967e-10,-0.0611643,0.0387658,46.9534,0.0245845,9.44483e-05,4.33605e-13
4.97,4.699e-10,-0.0611639,0.0387593,46.9512,0.0245841,9.49208e-05,4.33913e-13
4.98,4.71111e-10,-0.0611634,0.0387528,46.9489,0.0245837,9.53945e-05,4.3422e-13
4.99,4.65982e-10,-0.0611628,0.0387463,46.9466,0.0245832,9.58693e-05,4.34526e-13
5,4.55028e-10,-0.0611623,0.0387397,46.9444,0.0245828,9.63453e-05,4.34832e-13
5.01,4.38905e-10,-0.0611617,0.0387332,46.9421,0.0245824,9.68224e-05,4.35137e-13
5.02,4.18413e-10,-0.061161,0.0387267,46.9399,0.024582,9.73006e-05,4.35442e-13
5.03,3.94501e-10,-0.0611604,0.0387202,46.9376,0.0245815,9.778e-05,4.35746e-13
5.04,3.68276e-10,-0.0611597,0.0387136,46.9354,0.0245811,9.82605e-05,4.3605e-13
5.05,3.36528e-10,-0.061159,0.0387071,46.9332,0.0245807,9.87422e-05,4.36352e-13
5.06,2.92884e-10,-0.0611583,0.0387006,46.9309,0.0245803,9.9225e-05,4.36655e-13
